51303519969,bcd,66,282
51303523087,fce,145,199
51303533174,cec,77,253
51303555412,gee,64,83
51303583947,cdd,132,258
51303586530,bbg,288,150
51303625230,geb,32,167
51303625275,afb,122,218
51303625766,aca,62,276
51303660922,aaf,203,56
51303682603,dba,123,24
51303729737,dec,290,107
51303749226,fag,226,263
51303774359,egb,188,169
51303801999,eac,238,203
51303829661,daa,78,21
51303836977,bec,176,111
51303848078,feb,229,154
51303923740,bef,175,30
51303924678,adb,91,273
51303961496,fgg,283,212
51303966788,egd,192,219
51303971757,dae,16,144
51303975906,gfe,7,122
51303976132,feb,242,183
51303983389,gbf,88,115
51304020204,ebb,113,141
51304023949,abe,196,182
51304026374,agf,81,32
51304047013,bfc,101,85
51304049885,acb,265,223
51304055823,ddd,76,197
51304058211,ega,269,227
51304064041,fdf,92,49
51304084932,eee,273,43
51304095851,dac,226,191
51304097983,ecc,86,298
51304106051,gbg,175,20
51304106169,eec,49,210
51304118471,adc,213,160
51304121114,gea,21,104
51304129810,eaa,100,122
51304156167,acb,141,202
51304200431,fed,61,93
51304257381,aea,278,241
51304259300,gcg,69,84
51304291587,bff,129,112
51304317699,ddb,70,50
51304323817,gdb,1,229
51304338104,bec,258,94
51304360021,fae,289,48
51304378080,bab,81,63
51304384738,ddd,193,210
51304399502,cea,137,255
51304402570,acd,182,299
51304405952,dfb,120,269
51304441443,gda,225,117
51304449812,gea,287,87
51304472849,fac,229,227
51304508801,ggd,220,167
51304508870,age,230,267
51304516770,dgf,230,268
51304519877,gdc,39,73
51304543651,aeb,38,297
51304558780,eaf,291,184
51304560400,cbd,79,85
51304564836,abg,146,7
51304592959,cff,4,209
51304623159,cca,3,287
51304652444,ccg,159,100
51304659145,dge,80,105
51304676420,bdb,155,273
51304684985,aaf,85,57
51304706856,baa,208,234
51304752135,fbd,110,21
51304834245,bea,155,92
51304838411,dff,147,34
51304840334,bea,57,78
51304860051,cce,65,37
51304865317,ggd,21,175
51304865601,fcg,174,92
51304877154,gdf,138,81
51304900298,ece,178,158
51304920431,bdd,24,147
51304922407,egg,32,100
51304923093,feg,32,101
51304955111,aab,62,210
51304985405,gef,187,56
51304986626,fbc,181,252
51304993728,daf,8,102
51304999864,fbg,5,157
51305000380,bgc,56,62
51305016135,cgf,198,168
51305025972,bac,23,17
51305041528,bfe,289,224
51305067982,bef,24,30
51305112480,baf,274,220
51305123911,cef,48,150
51305146414,cgb,131,44
51305146794,fea,282,115
51305172796,abc,284,171
51305209582,efb,264,210
51305220709,eed,39,279
51305264526,bdg,233,221
51305289989,bca,102,82
51305322715,fbf,165,132
51305339200,aeb,132,240
51305383870,bcc,215,240
51305400805,afb,234,224
51305439316,aee,93,182
51305443519,bgg,27,293
51305479185,afc,257,223
51305484913,bcg,99,188
51305491529,fea,226,135
51305492474,dcc,67,5
51305499036,fag,6,228
51305499552,bff,266,110
51305514021,aef,17,6
51305520359,efg,289,50
51305522894,ggg,169,135
51305526128,gfd,19,230
51305548190,efa,10,217
51305550748,gad,292,161
51305556788,bcb,156,150
51305560621,efb,35,203
51305568508,eeb,258,93
51305583378,eed,13,225
51305632992,fff,21,218
51305634451,fgc,124,197
51305639406,eeg,119,37
51305642590,cec,73,301
51305650057,fec,243,259
51305671435,add,73,144
51305674806,gge,243,62
51305696838,dfc,23,69
51305768110,dce,296,9
51305818533,aeg,132,264
51305838458,ceg,96,8
51305854199,eda,136,83
51305876084,bfe,255,230
51305885621,bdf,208,85
51305888480,dfa,195,73
51305895564,fab,148,180
51305908937,cfg,276,168
51305916180,aba,112,72
51305924126,gcb,34,231
51305967670,dbd,285,147
51305974148,dbf,188,235
51305977932,bed,260,243
51305988277,bbf,127,63
51306013445,gcc,113,14
51306035790,cba,188,60
51306037270,efe,103,200
51306043155,gfb,1,294
51306043963,bgd,69,54
51306056957,ced,12,131
51306060996,dab,89,159
51306061615,bca,44,91
51306065990,ccd,23,245
51306087886,dbg,72,161
51306089079,afe,87,99
51306090065,aed,183,140
51306107942,cba,220,62
51306109062,bfb,266,141
51306147325,gea,14,79
51306148811,dda,176,105
51306153355,ggd,87,159
51306179900,efd,152,69
51306200255,dff,235,35
51306225333,cgf,150,156
51306229361,cfd,22,54
51306229738,fdg,33,310
51306247035,cga,137,62
51306259673,bdc,160,89
51306282048,bbg,270,126
51306307538,dda,208,118
51306319120,fcd,134,39
51306323246,afe,24,80
51306323675,cbf,192,28
51306335304,agb,188,243
51306335307,cfb,123,54
51306343483,deg,210,192
51306343657,bee,1,93
51306347973,ege,62,113
51306353089,gcf,4,280
51306361696,dcd,208,94
51306367282,fga,172,167
51306382459,ecf,109,198
51306392472,efe,190,212
51306445648,dff,20,28
51306471896,fab,228,158
51306502297,bbd,96,140
51306524112,ded,143,112
51306545830,eac,265,172
51306546241,ddg,286,210
51306550085,fef,187,179
51306563623,ccd,94,269
51306566328,ebg,238,108
51306599999,gce,257,86
51306609765,gdg,249,66
51306623111,bab,146,69
51306624108,bgc,162,53
51306650913,abf,167,143
51306659579,ddf,156,130
51306664985,bae,274,33
51306678067,gaf,25,277
51306697052,gda,209,106
51306707384,aaa,90,32
51306708078,cfb,198,46
51306745615,cff,49,177
51306748299,ffa,244,164
51306775619,cae,101,265
51306785794,dde,216,186
51306802139,gde,35,85
51306850636,dce,106,9
51306870756,ged,173,268
51306903119,geb,120,153
51306913446,dad,137,297
51306930482,aea,88,248
51306932168,fgb,126,151
51306947217,fgd,171,177
51306992725,deb,204,186
51306997152,bda,66,75
51307000951,fgf,268,94
51307003452,fcb,66,63
51307025851,dce,178,8
51307029376,cee,78,52
51307047323,gac,59,33
51307058494,edd,119,210
51307059548,bdc,3,96
51307086218,gca,16,179
51307089664,cac,66,217
51307096883,edf,285,67
51307097733,aca,3,253
51307109204,cbc,126,132
51307147029,dgc,160,155
51307157606,aga,4,287
51307163625,fcf,190,220
51307182081,dfe,188,211
51307190599,agg,5,232
51307215480,ebd,265,57
51307259494,dgc,124,182
51307260257,dac,264,164
51307262178,dac,91,164
51307263772,bge,280,183
51307265399,ega,12,181
51307275773,bff,204,95
51307291835,cag,24,271
51307316553,fbd,75,22
51307338057,eeg,157,30
51307364890,fag,167,209
51307371471,bbg,230,104
51307385529,fge,214,151
51307386133,fde,218,27
51307421510,eca,118,21
51307422316,gfc,202,48
51307452444,eae,23,239
51307455341,gec,2,193
51307459612,acc,178,319
51307466826,cce,202,38
51307485836,aeg,202,314
51307501867,ggd,246,186
51307509898,dbb,156,49
51307515093,dee,2,45
51307521336,dca,223,107
51307526954,edd,286,197
51307545359,ecg,226,61
51307554367,aaf,4,67
51307558872,baf,297,217
51307564652,fac,268,220
51307568630,ffc,167,282
51307578340,bbe,87,176
51307589458,def,54,219
51307601670,ada,14,185
51307618611,gee,5,83
51307622300,agg,36,206
51307642844,fdb,62,151
51307680764,eca,234,16
51307710864,bdf,38,69
51307710877,bfe,45,234
51307730867,bde,150,219
51307759581,dcg,202,52
51307770968,ecb,208,127
51307781947,bag,220,168
51307808838,afc,86,185
51307811961,cab,106,36
51307820868,cef,100,139
51307825939,fda,152,269
51307835310,egf,276,146
51307838235,dec,182,89
51307843331,gab,60,75
51307861348,gdd,173,170
51307871753,ceb,240,199
51307909139,ebe,227,117
51307915247,ggb,3,100
51307919424,deb,299,184
51307920680,daa,83,23
51307935509,gga,217,143
51307942411,dga,59,51
51307962901,ecd,98,273
51307990215,cab,30,39
51307992766,bfb,56,126
51307993787,dda,159,119
51308005303,dga,133,42
51308073028,aed,135,126
51308087470,gbc,127,259
51308107976,afa,157,262
51308110768,gbd,214,245
51308126989,cae,106,217
51308130985,fef,188,193
51308138854,gcd,54,67
51308157214,ebc,288,16
51308163893,bfg,277,76
51308170458,dgd,102,11
51308175019,aec,119,227
51308196680,bbg,263,106
51308204843,eeb,284,106
51308215088,bed,28,194
51308215872,afc,153,205
51308223024,abe,129,212
51308234964,eca,109,18
51308255597,cfc,262,52
51308258407,bec,273,92
51308272018,gfa,195,13
51308281774,dbg,206,149
51308284524,dgg,49,264
51308287547,bbb,216,60
51308295667,bfa,156,18
51308297098,ddb,194,44
51308305018,aff,116,200
51308326136,fdg,180,347
51308332704,dgb,144,278
51308334049,fed,102,107
51308361999,ede,225,49
51308381507,cbe,129,210
51308383887,geg,258,126
51308384993,geg,292,124
51308395008,aea,36,205
51308410380,efc,102,159
51308439618,edg,11,220
51308439689,cfa,214,85
51308443433,cde,75,208
51308461993,fde,137,26
51308475000,dfa,94,78
51308496237,dcf,111,257
51308498673,dfd,139,40
51308516584,gbb,232,72
51308527794,fee,128,156
51308533890,aad,136,291
51308538554,gff,225,20
51308542585,ged,222,300
51308547228,ffd,126,41
51308551110,fde,87,21
51308601969,fbe,15,129
51308616468,ebf,268,263
51308620662,bcf,4,184
51308646145,aba,143,71
51308669473,fbb,89,290
51308673374,bae,23,37
51308685158,bea,24,87
51308692717,cbg,70,141
51308711652,dfg,287,248
51308723022,afb,79,241
51308750987,aeg,155,351
51308789362,bbc,254,216
51308795692,bag,136,134
51308807003,dfe,284,219
51308817990,caa,245,90
51308823958,dag,32,251
51308828366,cdb,56,252
51308833678,eaa,35,143
51308874484,beg,260,136
51308880594,fce,152,183
51308897915,ceg,92,7
51308907706,bfb,202,114
51308908319,cca,223,246
51308909009,adb,3,294
51308914326,cff,111,201
51308920970,abg,205,7
51308930305,eba,31,242
51308930820,dae,183,154
51308936443,ece,158,139
51308943312,fba,140,61
51308957193,gfg,152,299
51308993790,cgb,3,44
51309020377,eda,167,70
51309024289,fad,281,171
51309037308,cea,88,249
51309047922,ggc,30,59
51309048821,aed,200,127
51309069297,cdc,264,230
51309074641,bca,163,87
51309091727,acf,284,145
51309119426,caf,110,289
51309128000,ddc,190,94
51309128593,bad,236,124
51309133582,abg,284,6
51309144070,dea,31,215
51309148179,aac,212,154
51309158006,fdc,135,299
51309167557,fbf,249,151
51309181676,ccc,294,29
51309184059,dgd,215,11
51309196504,ggf,171,228
51309197059,eag,202,168
51309228507,eea,81,277
51309235529,gfc,266,46
51309252843,bfg,152,89
51309286618,cgg,67,153
51309287542,ffa,275,160
51309298377,aag,251,79
51309299420,dee,252,39
51309316309,gdf,39,71
51309327574,bfc,174,91
51309366812,bgc,33,59
51309393328,bdc,295,108
51309394553,eef,167,63
51309398785,afd,52,202
51309402887,gbe,95,102
51309422875,ffb,150,199
51309429090,cbd,227,90
51309435985,dae,131,172
51309456963,agf,1,26
51309465190,bfd,122,96
51309466047,bga,183,214
51309469946,fca,10,174
51309511700,dfa,273,72
51309512839,bed,258,188
51309556855,eab,131,14
51309578583,age,127,299
51309583935,dfb,193,236
51309618445,dde,172,158
51309623287,ffg,41,108
51309631013,egc,5,232
51309634304,ebf,155,312
51309649298,gda,30,95
51309658125,cfe,269,259
51309660142,ffe,156,84
51309678525,geg,4,140
51309688888,bfb,23,117
51309691250,gbg,243,17
51309702297,gae,34,117
51309702435,fdd,109,263
51309705897,cdf,168,234
51309721097,gag,80,190
51309724551,cad,228,61
51309733196,adc,17,161
51309743770,gcd,43,69
51309759911,aae,175,22
51309767827,cdf,190,257
51309790312,dcd,91,77
51309805772,gba,162,213
51309817331,cbb,115,79
51309834870,fdg,194,326
51309835475,faa,228,213
51309835665,abb,251,267
51309842773,fcg,186,89
51309880707,ead,262,190
51309894989,bab,51,80
51309901325,edb,124,286
51309911803,cgc,152,21
51309941626,ccd,9,220
51309947133,agc,181,6
51309959784,bgf,292,283
51309961673,acg,283,122
51309961970,eba,47,244
51309989021,eff,244,116
51310002377,bde,107,258
51310011110,bbd,160,123
51310045520,aeb,21,235
51310089230,bef,187,28
51310101763,gfd,173,248
51310128749,dcb,285,169
51310131821,cec,159,304
51310155071,cdg,165,235
51310158855,bge,228,206
51310160367,egc,161,213
51310197947,ace,254,213
51310201839,agb,66,250
51310207805,dbd,254,117
51310274358,acc,4,315
51310280674,gbb,177,60
51310334496,gef,71,54
51310339991,dde,280,139
51310363346,dec,42,101
51310385001,ecc,55,244
51310434865,cgf,252,156
51310447092,bbc,11,190
51310457126,ddd,283,220
51310457456,gdg,155,55
51310474755,gaf,139,227
51310487117,aac,111,178
51310490211,gfa,270,11
51310502493,eaf,14,152
51310504135,aab,7,247
51310506964,dag,21,251
51310558787,faf,57,320
51310582726,ccg,96,112
51310613758,egd,169,183
51310625420,efd,33,65
51310655608,bgb,216,45
51310660500,bce,135,224
51310663595,acg,200,128
51310664900,aec,171,233
51310670698,dda,1,102
51310696344,fdf,55,50
51310719473,cdc,226,232
51310740808,abc,213,172
51310752463,dac,65,188
51310754496,ecc,152,212
51310756985,dbe,237,82
51310766742,aee,175,178
51310822531,cfc,256,50
51310861204,gca,156,213
51310877633,adf,80,172
51310902837,gdb,24,263
51310911670,bbg,17,106
51310944363,dgg,66,282
51310950725,agg,225,216
51310953841,fad,70,188
51310982552,fcf,282,237
51310984604,cde,239,191
51310985940,agd,218,190
51310993213,dba,105,28
51311029773,ffd,5,32
51311043917,gaf,257,254
51311058580,fee,55,141
51311083985,fge,286,126
51311084123,afb,161,226
51311097688,dad,261,297
51311099905,ddb,46,36
51311104414,beb,166,130
51311109262,eaa,43,160
51311110880,dbg,258,146
51311112494,ded,231,90
51311113130,afg,93,37
51311125198,daa,194,18
51311131569,gae,154,117
51311144486,cge,82,94
51311204690,dgc,24,180
51311205889,ceg,196,5
51311232439,bca,87,77
51311261090,ccf,59,215
51311266638,gde,106,80
51311270761,eac,91,154
51311297369,fea,109,109
51311304306,dce,98,9
51311328721,edd,8,191
51311331073,gcg,8,68
51311334230,cdf,194,213
51311349581,ebb,135,163
51311381937,ecg,298,65
51311384234,eca,229,19
51311441543,cfa,185,101
51311494477,dfe,105,188
51311498142,bfb,272,117
51311502792,dfa,93,61
51311524628,ggc,16,68
51311593329,ddd,3,184
51311645581,bac,283,19
51311666302,dfa,172,67
51311671409,dbc,36,235
51311690836,fga,151,155
51311724880,cbe,83,205
51311744935,gea,113,90
51311763173,eag,159,146
51311784865,edd,130,219
51311795739,cdd,31,278
51311842187,fgb,60,158
51311898316,dgg,233,279
51311914812,gff,272,17
51311915262,bab,267,80
51311938524,eea,112,310
51311938965,gdb,226,302
51311947577,bed,173,201
51311949221,fbf,197,157
51311960667,cbb,254,73
51311961289,gfb,86,308
51311988339,ddf,4,127
51311989668,edc,108,151
51312024651,abd,140,238
51312024770,cdb,146,294
51312030371,bdc,26,100
51312089756,ffe,100,84
51312099010,gff,144,14
51312109471,fab,296,140
51312114954,agc,167,6
51312118247,ade,124,61
51312150779,bba,114,204
51312172845,eac,181,164
51312180618,fcc,246,32
51312189764,dae,120,194
51312209827,fbg,199,163
51312209914,bfb,253,109
51312214518,gaa,28,147
51312220888,ebb,112,182
51312237951,bde,185,283
51312252808,bcb,236,169
51312276569,aae,273,21
51312276635,abc,40,153
51312280850,fdd,23,226
51312335283,fce,96,168
51312350223,cga,234,63
51312365753,fab,290,112
51312373237,cae,220,253
51312386241,aef,153,5
51312397251,bdd,210,158
51312440007,bcd,268,301
51312445876,cda,228,182
51312463823,dee,186,33
51312466173,dfa,123,54
51312504026,fcd,278,42
51312511535,gdg,237,51
51312521191,cbg,256,150
51312529497,dcb,132,138
51312536205,efg,35,51
51312574242,gdc,245,70
51312587357,afb,223,205
51312594046,dcc,223,5
51312625889,efb,121,213
51312634176,eed,122,202
51312639579,aaf,271,63
51312642745,acb,125,230
51312645757,efd,111,61
51312655062,cfa,197,82
51312666311,ceb,87,189
51312673358,fab,93,106
51312696985,bcb,182,138
51312708045,bff,119,101
51312780278,dgg,264,273
51312782527,bfa,291,15
51312789164,adg,164,80
51312796645,gac,101,33
51312803932,gfd,98,257
51312819001,gfe,281,117
51312823386,ddf,182,114
51312829342,acd,49,293
51312833048,caf,292,257
51312860902,bcg,49,157
51312881348,dfb,176,228
51312887407,bgg,110,325
51312936527,agg,39,222
51312939688,bce,296,190
51312945869,bfc,190,87
51312945896,gbf,135,108
51312958486,bgb,99,42
51312970396,baa,235,278
51312981722,adb,11,308
51312993176,cbg,19,168
51312996109,bfb,15,129
51313002437,bae,209,37
51313007735,dec,104,91
51313021853,cgd,154,282
51313024839,ecd,39,242
51313025125,ccb,44,163
51313030490,acc,228,255
51313040030,dae,93,219
51313043507,gbd,250,274
51313053472,edf,293,70
51313079602,ffd,158,27
51313108254,fbd,81,21
51313113390,bcg,223,177
51313166349,dgf,262,262
51313167803,ecb,287,114
51313180874,ddg,118,199
51313198714,fca,85,154
51313222472,gga,281,147
51313236522,ebf,218,293
51313240011,dec,265,91
51313258816,bba,162,181
51313269733,ede,259,58
51313316766,eee,216,49
51313327700,fde,47,18
51313365187,aff,80,162
51313381880,bdb,192,278
51313397186,def,277,260
51313399837,feb,147,151
51313410649,ecb,217,132
51313413121,dac,117,193
51313423711,dab,88,128
51313427639,dge,298,121
51313485582,dcd,33,63
51313487824,fbf,20,157
51313495148,aab,187,256
51313502900,aed,68,134
51313509976,cba,263,53
51313514035,add,288,120
51313514370,fec,104,297
51313529086,egb,138,190
51313530185,ccc,16,25
51313562134,fdc,2,307
51313562579,cea,91,244
51313573145,fgg,128,184
51313584327,feb,254,125
51313623756,afg,84,31
51313637594,age,94,254
51313639157,dbg,181,162
51313639541,abf,55,134
51313668905,ada,286,162
51313677793,egd,152,166
51313688055,gac,250,28
51313700359,ebg,73,112
51313718225,afg,84,25
51313726584,aaa,7,35
51313733738,gef,6,57
51313778310,fdd,81,219
51313781262,gbc,218,297
51313821660,gdd,73,188
51313831606,bdf,125,66
51313870524,bbf,221,53
51313888023,ggf,257,225
51313888121,bdc,295,98
51313931077,egg,173,87
51313935838,bfb,6,125
51313951713,bdd,226,142
51314012552,ggb,234,111
51314041856,dcf,76,262
51314045588,ggg,214,139
51314048037,feg,128,105
51314060607,fab,53,112
51314070825,afc,105,221
51314080439,eec,75,231
51314103447,bee,18,82
51314118496,aeg,298,322
51314134262,gga,146,132
51314144268,fbc,28,246
51314152760,gcc,171,13
51314169971,gad,211,140
51314170869,cfb,185,47
51314171704,fae,142,38
51314179203,fgc,233,185
51314182039,gfa,237,10
51314189589,gge,40,68
51314208640,aad,12,276
51314216503,fcg,127,87
51314220743,bda,243,68
51314223111,cgc,23,24
51314358612,ced,287,113
51314377715,bfd,218,112
51314382452,bab,11,67
51314433536,cdf,24,176
51314434166,egf,270,167
51314452471,fcb,258,52
51314462271,dbf,23,256
51314473945,gcf,70,268
51314478681,bcg,217,177
51314495344,dgf,77,225
51314507303,cef,138,148
51314542421,bdg,84,240
51314550021,beg,118,146
51314577103,dab,22,121
51314593400,bee,45,95
51314605827,bgb,27,36
51314628619,dfc,105,63
51314645971,abb,42,309
51314665731,fff,78,185
51314673044,daf,291,100
51314686508,cff,268,221
51314691089,gec,163,173
51314696117,efa,288,217
51314698232,afd,297,230
51314703642,add,243,114
51314729383,cag,49,219
51314783435,agb,37,282
51314795611,fdg,104,286
51314810649,ead,186,161
51314837518,deg,93,176
51314853754,dbf,210,243
51314877741,cga,101,61
51314883070,gcc,254,14
51314884092,bbd,284,132
51314891713,ccc,113,23
51314892876,bgf,244,325
51314896325,ebg,143,120
51314904681,cgf,232,162
51314925628,fff,142,151
51314928843,acf,203,126
51314953955,dbe,278,72
51314967100,ace,67,225
51314993954,afe,118,64
51315028441,gcb,246,263
51315065301,bbb,126,53
51315067793,gbb,63,58
51315072422,fgd,150,178
51315079339,agg,175,184
51315092639,bfa,111,14
51315098341,aga,72,304
51315111624,bgd,19,44
51315183164,ccd,204,184
51315191582,bcc,3,230
51315194239,aed,237,147
51315197647,feb,169,148
51315264899,eba,76,209
51315269989,afe,189,60
51315274784,cgc,136,19
51315289982,fgg,98,218
51315302778,gdb,297,353
51315319373,gfc,142,47
51315324782,eaf,82,129
51315327849,edd,137,216
51315332027,bgc,119,49
51315342999,dba,214,28
51315348816,fba,151,56
51315364161,eeb,71,102
51315441519,cea,26,270
51315444748,ccf,48,212
51315448860,geb,238,153
51315457230,fbe,127,107
51315459132,eab,66,16
51315460581,edg,116,250
51315469777,ebd,133,46
51315470942,dfd,208,34
51315476748,bag,87,132
51315477980,gce,96,98
51315484291,cag,284,223
51315485210,fed,35,118
51315491896,ege,79,106
51315512789,ffe,91,74
51315513629,ced,220,108
51315522959,ecf,231,225
51315529915,bfe,297,243
51315534926,ada,158,192
51315536228,cce,15,31
51315593531,gcc,92,15
51315598651,eae,201,198
51315621483,cac,258,240
51315666176,cfd,101,63
51315686917,ggd,61,154
51315701251,aaf,264,68
51315711731,dda,146,108
51315758920,aac,118,178
51315763407,cfg,230,194
51315793028,cee,244,55
51315799184,gfe,114,100
51315821533,gde,298,77
51315828256,efe,277,237
51315832199,ebe,109,93
51315856418,ged,276,258
51315884943,fgf,274,77
51315889901,edb,9,340
51315899235,afc,280,209
51315907992,cbc,134,128
51315908418,gee,265,76
51315923533,dcg,122,41
51315940277,fag,119,223
51315955089,cec,86,294
51315962017,dce,43,8
51315969630,cgb,12,40
51316000405,cbf,192,23
51316021622,aag,175,65
51316027681,dff,219,23
51316050970,deg,83,184
51316084956,dga,119,40
51316085855,dcg,78,33
51316085957,cca,262,223
51316086518,afa,299,248
51316096926,baf,126,180
51316107238,egf,121,173
51316120825,fef,205,185
51316148218,afd,271,211
51316174668,ega,41,211
51316175763,cab,127,33
51316196248,adc,125,185
51316221655,gef,122,55
51316227951,cdg,174,211
51316238870,abf,296,151
51316252685,fac,16,187
51316294031,bea,278,70
51316315099,dbb,84,48
51316319912,efc,154,143
51316331438,gcg,60,76
51316367201,bec,169,96
51316383482,aab,251,286
51316384643,ccc,241,21
51316406080,aca,158,293
51316421696,eac,250,144
51316453770,deb,31,211
51316461141,eeg,54,35
51316489531,eec,294,198
51316510963,cfg,230,168
51316565664,egc,115,204
51316574801,bgb,280,42
51316576099,geb,131,126
51316584925,dgg,131,232
51316592704,aef,263,5
51316608194,bca,246,63
51316609732,gea,66,74
51316610141,fcf,92,279
51316617203,eda,44,56
51316630270,ffc,8,315
51316636626,fbb,225,240
51316650041,ccg,177,107
51316656973,cbe,13,200
51316674457,dgd,25,12
51316674824,ebf,168,298
51316701191,faf,191,281
51316743712,gff,168,12
51316757752,dcc,44,5
51316796493,fbb,117,194
51316801870,bbg,97,89
51316826503,cdd,98,269
51316840538,eae,290,219
51316842690,gca,22,174
51316847634,acd,169,331
51316858507,aba,23,67
51316905267,gbg,196,18
51316908793,bgb,287,39
51316910702,bcf,230,149
51316911523,cbd,169,89
51316919913,aad,298,240
51316924558,fad,163,156
51316929811,dca,63,107
51316936813,egb,269,203
51316957252,bfg,231,84
51316968916,adc,261,157
51316971839,ddd,271,169
51316978127,bbe,201,179
51316988404,cdc,83,238
51317001749,gcd,136,76
51317024888,dfe,135,212
51317050210,gdd,267,203
51317054584,aad,42,280
51317094984,ffb,166,199
51317095069,beg,270,129
51317123719,fcg,180,87
51317136270,ccf,66,197
51317153200,caa,250,98
51317159531,abg,136,6
51317171628,cfc,144,45
51317173097,gab,109,69
51317199279,ded,162,85
51317203760,bgf,280,318
51317283780,cbd,142,97
51317294949,bed,90,196
51317297334,acb,295,216
51317309878,gfa,150,11
51317432608,fee,208,135
51317444145,dad,178,273
51317448629,gag,255,178
51317465768,ece,147,161
51317476087,cdf,42,179
51317477322,aeb,85,270
51317481396,dbg,17,157
51317489525,fgf,270,70
51317499636,fdb,20,167
51317540039,dbd,115,102
51317542952,acb,201,224
51317557270,gag,113,165
51317558544,ecf,169,182
51317569462,cbg,248,199
51317578808,dcc,106,5
51317581190,ebc,256,18
51317594021,ddc,10,78
51317595393,cdf,32,155
51317601274,gaf,94,205
51317616093,cdb,110,294
51317616110,abe,107,197
51317628216,gda,172,95
51317672094,cgf,78,191
51317689122,ecg,297,56
51317692886,bad,133,120
51317708399,fda,106,269
51317716180,eff,165,127
51317737487,fgc,174,148
51317742582,adg,251,91
51317750411,aea,25,188
51317764098,dee,133,37
51317780088,afb,133,176
51317788643,ggc,112,58
51317798999,fga,153,145
51317822292,aec,265,253
51317823315,ccc,70,17
51317839628,bac,82,21
51317850626,dgb,255,239
51317865898,bga,59,194
51317886402,dac,58,204
51317887455,dbc,190,197
51317896349,gce,93,82
51317925042,gee,184,63
51318012409,agc,231,7
51318042932,ffe,219,82
51318050790,ebd,20,50
51318078823,gff,68,14
51318101205,ded,75,75
51318144809,aae,233,19
